name,labelhash,namehash
islamabad.eth,0x65e2361c1b5e70b2a82be279c56acf02fdbfad4cdee0e93466e680c5677408cf,0x608057f0900e9be83d2d3237de6f67c8829cf7dc31a6901fc0185eaf66799c5f
jakarta.eth,0xa51e345cf0ce0cd1fa66ddbf0b2e4ff153baeffe9c80dbcd5533cc906ba3729d,0x57b9b3f7d6bfdff480243daaf9b6152f7ed714e9611ef773ef6aae5035720561
jerusalem.eth,0x321ad89c56b03bb4aefb04f2af1b06e1ccc4dd0cb94ef0b36d58b6bb87720740,0x2da2e37e6115358d64e7f950a6dd7272455d8c82b384080cdab664a1d8c239b6
juba.eth,0x9dcdd437de55d1d62130f384a48ea442056fdb98f80a260a73867d1acac32043,0xe9ef61a3e1464c93bec6a68c92895725381fba0289e8d755d3db9d303f227b17
kabul.eth,0x15f773fb884e28c6d5a5a98613a71d4494dd1adbe0537ded9cc8ccb91f27205f,0xed5b66f5e5a2902331c56b68bf3c59038a92aa0c3d5c36c404202f4ed3fb3860
kampala.eth,0x80681e65b6a659c5bfb30ff3e143f9f8671657afaeeeb8725df492a462254193,0xe04b425196de2df68ab3f481e9ac8d589f6ba73202ce78f03887677578918b56
kathmandu.eth,0x7cd8b37d1f03234a7aba85abe5d320734d6f53967b930f0fdf13826274c92b56,0xcf22e82ef00bed65916b6120375e13b36dd64f4b3b5a5dc73894978ed014a138
khartoum.eth,0xae48fb09128c1fc8273c421d212fb9218c5229f2f749658e5bfdac5b47be4186,0xd12d0a3f2386b8d4855d356d2d9937b1b14844f6a0bce06ccf33ef89660e7359
kiev.eth,0xe7356d6441793b8df0fdc02deb16efc47915a20843f318fcec1a825cc618393f,0x7306f39c99ad7f5939661e3ee33e5617ec9726e44f833dd0a8de0b00e0239b2e
kigali.eth,0x868e2eb97672bab4698c7190b81f6c9949b5ae8d527d1e150691a202ddeb4040,0x8d9ef4b2945aa7fae6ef05325ab0cfc5afcdd6d2c42b9a8201afe5d58b79d9d5
kingston.eth,0xe19939ede0bc3e0b686d7d1c9ed0baad6ac657e6364c745d6dc150f95f71236a,0xffa08480bd54e21ed8699e6a455fec678d6f7d3eebe756d0e9642c750d9c9db2
kingstown.eth,0xec39bb69f64d53923f786f81acb80a5c56ce78668e1ba9a7708b478659046f7c,0x34fcbb3bd3ae1e8788931450127d91e0d8c5d8e798fa8eb4d1b1f2619836317d
kinshasa.eth,0x0dbb6f042122f411deafdcbb8403f9050eb42d8b69bbb058bbea897612147748,0x246f3a6036f20f94e4c04c6fd59d881ae5b8ecb0de5097aef355de80dce4d199
kualalumpur.eth,0x4d5fabaa50ca562a71e7a81a8d5a1143fb1608c4dc9d6794afbc3867ed965b51,0xa1f1c84984dd21740a19d48c7cde5c38ffa7ad95637e7b3fb6245e97a07eae96
kuwaitcity.eth,0x29c94ea56e89139154a86cbb9c552c06255ed4cb664e68f1d4cfb3da24038b91,0x1ad9b1694ee07a92d3b55961a97f3763dd42bda9f8eff68f6b0afb6bbb002807
libreville.eth,0xf056fff9a65d5e878ff6c327c6ffd2551d227b2bd99274c86ff7d5afa48005c1,0x92abf94f320d287a9428d47d2e4966feef569a8f450365a5f004d40ddbea4002
lilongwe.eth,0xdd6357048ee107d33a09f52a371a622a1d9cd52ecb4f91b2aac7e2d51dfeb314,0xec969f896565b18593bb782b0a4283ce628b77927966fd6f67dc5a9366e29cca
lima.eth,0x60b0ac225c4ea7a96536ccfc0ce84671b389da2de04163831954ea53cd4e8aed,0xaffd91178abfc14f23c86c4d1952c30aadc4f7042efc1e90d656e004080f16f2
lisbon.eth,0x60a5b41775690d4976eff79df90af32332195af2ac8145cd3b9c385d6eebbfea,0x2574f030590b213759d7815ad62a7f1fae36d48900370b581660f4452d24b62c
ljubljana.eth,0x71bbcf299ae86b7f238c26dea2d970d661216baf9f0617446e953c9a77f0e6f6,0xa100309f98b2fafd908dd48b7af6f5318e385f0d3cf5e4bece9cba29a7f1d32b
lomé.eth,0x2fa954bf123330ad916e06a460a12532d07bd524eaf25a7911dfa1e2663276e0,0xca65796f83557618fb599750eba744cdd6b8640c7ce3b22065af4cd49092c505
london.eth,0xbbdf7c0b500a419b16a339b72cf4b26ea37851cd27a3e54d1b066273f66bb0bd,0xd98e3325fe81bd82d75f3056037bbcb4e2d95c8617abced3bc2806127d71b861
luanda.eth,0xa7fe5f85aa5902a22cde9c5c8e4bcce12ecf67341426511cf41e2ecf87a8b04e,0x98ee16a95df5750797d20eafb61b360919602f7c3c2ac43d2c39ffc3b8bb9414
lusaka.eth,0x60ce42261066806e90456bbe381fc7dc661b13c3b70aedb3094209e787b7b650,0x3bd1ec2d5f166c95d182521dd6025e63d3ec6300b76c21efc2a90c08b409d156
luxembourg.eth,0x634bb4e10ae693c7a2676a2be9ae57d008ddb451f5cc91ccbee81248ae286556,0x76d177a37aa84f36abb7dee9d29f91a7b10748c8eaedfd4472f990671220861b
madrid.eth,0x4f0615711646b078c4f05ceeae6be0b12267c48c7f14f1fb08cecdaac4a22cf5,0x3e98fe0b53dc4f20ba40948111a346c928c3bd0be9144c2b91d391e9a07a2c27
majuro.eth,0xf1fc8a9bfd7335126a2275c1c761981963c9f859a22d42a3fcc4f82eb260b320,0xa9a8cf3e9e8864a344fc3e36b721e0a2e37b1244c5b2879ab07892b3c1bde045
malabo.eth,0xee2f7b82f52c27aaa49c6e0ca64b7bdab7f9adef65fec7b62a431e3fcacb4c35,0x4d205d587cd368e85a7bd13047adcf0e36dc283d1ab6143623759ecf5a4bcd65
male.eth,0x6aad733c1980b2cd35b86b718a58307d6942be2d486ed626b1873a54a129778a,0x3400f1d3b3baaa532aca98f77a41e5fce1e9a02e968525c5839bd594becc20ae
managua.eth,0xe779416fdbb4931d2e9450c49485b9c33a3791ab64f2cb3a9a96ccecf1548b4e,0xea2a5964f4834dfd357460c20491f19b7a2d7199344aaac3c11612735c9faa1c
manama.eth,0x0ea2f0167a11134fe58df2bbe94b053cd19a3c02ee8d28de53591dc49ce1a17c,0xe44b2626c11d041cad455416738c62ddb6112015e3b3755a297ef1bd0c408814
manila.eth,0xe528de605619375de5e4e16551e8c44bbd658e0823fb13faf086d51abb13ead0,0x45af35dfb79e8b9609b100c46e19839a80f4fa3afd55729126b43b1f428c1bda
maputo.eth,0xad2a5cde37558ba14996721b9d06bf7141682e3c3a5a3aba5be0f95fd4d23823,0x4323c28978e9090c1d66cae9abb75383f6c5a03bcc194f0de0e2c1dc2a1ddd9c
maseru.eth,0xfbea061012621320c214b5d7a209d965651e9b7d3587722efcb97b73aac706a9,0x01cb523c4ecaa92659b3366e9819c159c759054287e4d87f7d2e30fad7926dc2
mbabane.eth,0x4a8665fb1204cb7c9f69ded0338ed8c09e57268f0d9d0f406401430cb64d1a04,0xbc6e8921b42f2425babb5b8d1bb71d00cfbf79ff77d9ca864177e538f6ee81cd
mexicocity.eth,0x178b59cf2dc7f77f7d0a90b9d38d35f07350c53b28ffca709a3320e8e415bca0,0xb29315f5cbff07852933c5c3cd61af95585567234caa9ab2b147fd5ea2c712f9
minsk.eth,0xcc938b53826c44066c8e58b4ad0f7d99f2c52863e09e569abaaf24867855c089,0x89814ecafb8826728ffd65359e607fae1b24a0d8fec366e92c01134265eee5bb
mogadishu.eth,0x45db9fd48fe1b2d14518c0c5efe67fbb2f4a8db78b266ae055d2db2dac473c7d,0x5f306d65d1215610c6671f4af431ac75831457271de6ea2c8ff588b9998f71a2
monaco.eth,0xc4eed3f0c51d792a6e889dd31a9fe3df2a8ddf0713d988122cd04354b005b86c,0xd439d4a9f1d8467ba2f90e814cd48b537c92d5c0f60ee8d033e72d47114bc33b
monrovia.eth,0x60867aad17c1753cbf5eb0173fcbce415505c632d6e87e990433c873e13e91d4,0x83c5e5b7005556de2cad92826d7cb76cebdeb97cfaadfd93fde4dce5766b6a4a
montevideo.eth,0xc9d8bed5c3081312eb54101c94858d75a523046bd820f492faddd6408f614037,0x2d2bd6f1cf78e42c04e0041ca31946f0000ea03fcefd5b3c7beb963539e850d9
moroni.eth,0x3e771d5771e6ea054d238eda5e088b2bffba07d8b126bbac94b1191b87ad27ea,0xb6136044f593c8e45905b72591db982dc19deb4708b0ec10e04ec0fbf01896da
moscow.eth,0xf3021b44da67d34e1399fcc7641abd3a174ac928bd373f1aa773c9aae88fec61,0x949688ea1510d229f4496eff93175db1bf138942717cb14d6c43c87c2d547404
muscat.eth,0xdaaa06748a452d88aeb06f3b6b6c21a10ec07c9656a59f081c9e206de6fbb2cd,0x6432b117c4a9404ffa91b06c5dc3062d494b820677f2630364d56202c0574243
nairobi.eth,0x2e3aa3e761abdd6a6b627a9079eca69538e143f3f6eb370870488b02c3ed1b42,0x77fe57f1a1d0d41d426ef236bf23339bdfb0dd1da8ce1882302430220e97890a
nassau.eth,0xd403060e7818abd4c3ca9dffd149cc27016073ca570833f8f05fa0d49e4a370d,0x645c1da29dddfd541252c6ca361b210b3752564b50ed2b70a42975f4b0152f6d
naypyitaw.eth,0xc81de50bc1219454e47289dfdfb3e546ca10fde001b256d3a6a23258d536663b,0x1ff09d805a9d68b833b97d28e8ca65ea10641d3b07e8e38698139730886a750a
ndjamena.eth,0x2828d13d61a24a1ac34bffa843f332ad4385d48d32a37d4a072237e8834cf551,0x806280366ac9cb9c602927992c6f86c6422b09b1c8326f5a1c5db4ce7df1d7c9
newdelhi.eth,0x05b7cfdf6a1257902924ad0c0acd48e170a14556bcae01af92d1e7db668da8a4,0xd8a621383d2bfb3ba39e75a2ac51559e395937e6f7f02415688eea16aad5b9bf
ngerulmud.eth,0x6458c3e5ab2d727755cbdba837c14bcc3269a32dcd1e6dbe05bc5dc165132732,0xf997ed0f51f08b5403b5ad8bf5f500008976a25303f473995387b1721b7533b4
niamey.eth,0x1c2db40b7ab3ae2d736aa9de5ae3248f4b34bcb559c94e9f27dad3191fdc1f59,0x4ca3aee8a8ba96e7a3bfa2eb5808eb391adf4cdb3bcad6f5a90521af48c21fdf
nicosia.eth,0x936c341e3fb4f839f3bc897a6df9dc88a0ed64a0f17aff16f238cb0fc82452db,0xbee8007137b14c472ee64a98bf7e9097985af39fd52ce886ed4a188db6c64dc5
nouakchott.eth,0xaa0540e2bbbd29b31addb322ee114e31650f23bed21412c9fb465ae391c62554,0xc2b8d8b08863820aed3471cf2feea965a7cd21f50c4cac0b4e11b955d0292c20
nukualofa.eth,0xff1e69dab40a28c50861ace2f6f235c3e6218420c870b4ffa608ced86fe40405,0x27095743adcac5f293382f39b14bc8f492bc8ef8aafdfe39499026442bbbefd0
nur-sultan.eth,0xc9c53f245e1864159324b17a257febd29e3bf020d241741f6c4a4c499f726c92,0x90f04e0b6a06faa3f125436c2c70e3dfe74cf8659c760c03a1e999ff663d8cc3
oslo.eth,0x96484700d817f99a8f01a3e3636bd908eb8a68cd111dbdba3750ed578ef31710,0xad914339b00d8e7666af729211c5432aa14e7e09b12b698d99fd20609121ca84
ottawa.eth,0x1466b695281447a02e12f097a4a38b3c573a49f1f646ffe898bb7f4b799da145,0x6cfa032cd9f8e91ffabf4ae479981df1a1cdb3adf65fbbbf99c575f101955e57
ouagadougou.eth,0x1c89b402bd95089a22379d92b93c4bf46df99c380c4d4974a892a44c63070683,0xc15313674bf3ea1104568320aeb4c8073c433fa02d9a65be2203c5f38f32fe60
palikir.eth,0x9aa44e44fd6c6512f785075c48dc8834850029604bfe865301dea0bc8a9cdeaf,0x543adcb342d8b4f5fb911cba02179c97fa95fb72c85290f508743f7e17036c43
panamacity.eth,0x7f036f373e1c875a30aa6a526e83784d26bb9c47c20f9dd2891889dda631ffbf,0xb2e35c9719cf477cc9744d93e894bb4caf615b5c59fc26ff65332ddffb8a46c7
paramaribo.eth,0x023cbb401f76e431b626530122b0670795b97e5e544ca185e782bac3de526adf,0xb87550feff842d34188aeaa215b5a6324e322a005f0f14ae7b591a2db89718e5
paris.eth,0x98d89351490feb66b6cdd3539e7e55d17b6abcfd90bb8b73841cf0552ca64a0e,0xc093c6b4395fb74d9cd18b83b2f21e18fb301f07eeb836df65a8148493fedc8d
phnompenh.eth,0xce6e751a873ac3096b9d5b0432f6a3d707ee26a212a3115ede8222cd3aa51faa,0x2794770021780c5a485c97dcbd65932ef658079197e7876d1fd70a5486014089
podgorica.eth,0xa6d18fe70e0dccaf0fe8d1b4fcd66b19c720519e434f0bb11ee2e90026cb82dc,0xecbff66b8daa10514bf7d803eae738bf7bdaffbc98ecda9bc7770689787e4746
port-au-prince.eth,0x1f288d19bf90d863eba974c8dfecbf34cafc292cf9f1fd46bd7d74a7546d8dc0,0x57b3f5436ad7b1010b061e24668f962b58a59d25e69c8f8e89151eaea195cfc4
portlouis.eth,0x11fe6ff9b6bd777b2cf11d37178caa32aaaa60fdf55a34827d5661bc79f22afb,0x11e83d96094ca28934b9d7c61e638e3f8542567fc9e8b2d1cf732587be5df8a2
portmoresby.eth,0x1f91d0defb2dd47cc9db4cefb06e69122f18dfa5cb9860352f1e1be497ab39ee,0x89ba48ce8242d7395fcae14ccfc15dd0cdcc551265d772a88caedc3f67afbc46
porto-novo.eth,0x0fabfb1ad8a0c3d641a148e356cf0f489110d5199e826ecb63f9dd4d98fb949b,0x71b8495967cc51c9da11dcb705bb1fe6b20595a311de792a82e700824af0b170
portofspain.eth,0x3786bdee52a94f8e78013007d62a3fce43117353a028142025927a6aaa02b2e2,0xcc8e1ce4f145e63ef302191397f9420a899d1a203767af2ecc33777f466db4b4
portvila.eth,0x41379009ed825d6757c5dd2b1102aa8920a3c84509eae3d12de3c784c830cb76,0xfe5f244502a070b909daa70d9715d6b7752bf943841cf2a8acb480c131b59c19
prague.eth,0xcb71e0ed470d2914b6b3965a049618eb8556de15112df7544325fb94bb7093b7,0x95f6313d27960332ddfad9af50fc7466c55248b6150fc22c71eb4f9bf2409518
praia.eth,0x6fad3b631f182a9891d47fef100e3e804a959983fa149d52e465f638fecb1795,0x1e9abab22f07560abd9305d351dae5b36300a96267dba54e7769c1b3b9856d26
pretoria.eth,0x83d827af46192ac48643eea63d72da9ead1a388c157761129e3fdfe17f76be7d,0xa46508550d1df0aec1a05055b3b75b9962189ccd7644f4b4ff91f10d5c75f149
