name,labelhash,namehash
arsenic.eth,0x57f5ebe52bb46682c4fba1c19efefb42bccac3fbe642bbe7adc08830682eea0b,0xc371f0294083eaecb29019aeab6f325d73ab835be0b6a67645eee8f4e9c9eb32
selenium.eth,0x79408281e55a0bb9685ae4d391a5adc661cd0f27c95d71e7b412eccaadedf19a,0x179f3589328dea8dd43bafd2748b75a055526f777019b191f7b20a435961846f
bromine.eth,0x8372d594aaaf7962602377232265410e1c9cd5fb89e43ac7c986487bab7d3101,0x5b02cadd38ae9bc5a7a02ba5b0edf435e6347d499d8df3eda5cc72996dd5b9f4
krypton.eth,0xd075002e8f970b0a409e940ea878be54d11585046bb2d7ee89c9d1e908657243,0x6602fbbd0e70bf7f79bf9a7d6e782f649823cde4679dd8558e21f45f27d212ee
rubidium.eth,0xdb9de1cae4bee882a6da19c3797dd47e14791e7056fae45a79d6c3f04920143c,0x93867be7189e76097bdf7923982361fbdb33e845ecfb26d8afb2e53217edd2d3
strontium.eth,0x4be06bee27b2b40a6f08383407e5a72ba113c6baf397aae32b3c52777709c080,0xb5a45945dec46ac3370f27c29349b28aeb9f158bf441614e75278f667a85bfdc
yttrium.eth,0x3b0b750e2f46478ae9d0e88a2e009de26bac5b39840d6c30b5ea41f9f50074c0,0x9436ddb4f3950b42c6d762b27df42e7b1b5d68c3b3663b8be739453bdaf70455
zirconium.eth,0xfbb3e0fc00c7d7dd0d77583dc990d2d983bd69fbc91c7444f1c85332a3aa89d5,0xced05b9507b4b217708b586f82fef4e537eb49c2ab2a59cadf34477e00229070
niobium.eth,0x579795bd4bf13a7ad81950a322059930cfe44eebe177bb0ea239a080ae9a3a45,0xae33defcac25ca772acc681999e652f527344e758adaa760d76014688e4d998d
molybdenum.eth,0xc4fe80980d8653328cb81c765c04e8761aa3cf9d24ab8245e000f7a69cc7a01b,0x0d9a03c414c89f9cc6bb83140c751e87522db1dd13d87827cfa61fae09ffce6b
technetium.eth,0x34e0726eb03a75695cffd30584e88d3a2d3bff02a99c4bb2f50cf45fef75d323,0x32ad5cf876bdd9d0f6b6aa2d4a1d5159ccf024ecebc92889d1bade7a9e5759aa
ruthenium.eth,0x24aa8885640ec425ff1877ef6b4c84a0a3f83e96e6385b4a3c61393e1265d77c,0xbe15f4bcfedc028b64900626008e7f01e1bcc64fde93ef873ca879fd6d7c8d7a
rhodium.eth,0x0f9cdffa6bd372d60fdf407d486b20784d8bcaa67ef4f1b4904beb4a675c4a59,0xe15e1e8303eb177597e43f7956827288cf5fccf581d3f9329770d1a13892bc85
palladium.eth,0x861093549bec4a605aa0e4a0f4344268feaa7c198f692644c4ed0ad4008b37a8,0x415978cfe1fb99b5caeb73b545688e3906897096e3f13e6f6f457c4bbaf7fcda
silver.eth,0xf941acc7a280b509da22820f4cfa02d757f6c3c7f9a8aa70c32c18152fa9a488,0x6c11aa0a20ebc6e2cda29c68055a45140e2e35a4ee6347fdc855a8d91a4de8ea
cadmium.eth,0x2463870644fbd48637ead05f6de8f31aff0a5aeafe922f6126612786fba2096a,0x7bbaa0112729244eaeb881bc8884dc52805aa073d00498ccd5b25f9f4bf15a9e
