tag,labelhash,namehash
toad.eth,0xa4c689b703eddd4ba8a33e398bb583a74f5d452c84a5970cb4808a828fee82b5,0xb99d0808ad8ec76671e9fbb824a0b8f4e06dbd228ecd6be0ba38a3695fb5c96e
simba.eth,0x329cff0253bbf5c736932736432666e596ac451da919466244eb1615691fc6b8,0x527a8dd83057f5c51788d6485e44333721fc9dbaf853ddfbaf15bb583cd6a785
fereydun.eth,0xe5bb27303aa48ceaa7af74852592ffc3f80cb8149e87bb7316218387b56222ea,0xf577aa97f84c6d606a19578822ea05524b7b8194be316eb5fd3e08c4ef3b762e
bedivere.eth,0xc65c149efebfca851df9c6d22f2a829cbc676df75c8fc5bf3cb75e2d0a24ea88,0x17dac72a83a27f7abc3e0e153c595921ad4a7aca0fd73fbf3a6cfa9cfc98b5c2
celeborn.eth,0x69c914362a20a5a0630be78663e7636d94a6a1ba82ac5cc767d64b318a0066bc,0x6f1300cbc17b7ed04fb34cf503d58776566d92e38e5dffaf326c7bb812def5b5
romeo.eth,0x63ffc76fe122ff5e786ebca88dc7d3dccef2e68ada57d585b20b1656453b9ebb,0xa114fbe646f88acb8e4a831edb2da98bd11284cb34c5ee855f41e89f2221bb11
lizard.eth,0x99f44d0d1e9205b62a37b5f21e0f8e1b24ef653dc055e30d771d22293565e2ea,0x44d8877a2de8cb9c3f51fdddd9d78c85b31723f37d26567841d5fadc594406e7
groot.eth,0x13e3895792c426d9c0deb19cea6eb48ad45bd2ad3d9cd81c0559629bb98e24db,0xe8013254c2aafa964e5e142bf689551cab6a4dfa97d22f849264a80babea38d1
quicksilver.eth,0x4a5270b0390d4941c88e2e45eea84be15a24a5f38891b8a0af7e33b047ffc9c1,0xfa55e71d5adc8144b22e2585edb507ad5c95c132a59bab26d11c7d85d3a0cf62
mystique.eth,0x2b4927ad47b89482cf4dffeeef38b1e4496017d6d541864a31ff68f9467cf798,0x018ebe85bd364cc43415185d213e17f90dd7139e7f666bf0ee682746f4c19367
melusine.eth,0x957812364e85f29ee2b4f3338050694db8b74643ea209292c13a2d59b17af78c,0x3b737ba3187a1021c2aafb0f01825de5fe9bc6c3b17869c17932277434606918
cyclops.eth,0xaf18eac134fe2406136a3c3db593fedf3bc370cab0838c1b3e129101e7559af1,0x0f69f7139c2276fca260415a306fcd39c6d7fbc352637f47fb2856372253aa6d
snowy.eth,0xd4e94e62ba4ee2d9571a93aef6f2a44f05cab5e9a2b6fd019d0a2fc79cca3530,0xcb3e36c41c73daf23556184a32bb116c7cd11e4f9bb0192063d4bea95792f43e
wasp.eth,0x52721845276c2545f0cb0e22b6d4cbc93235e7639bc3d5323aaffb76144a4f1a,0xda94a88fb91f7f6be7a6a065c771f647f2f709a1fe9c03c47e5a720a91d5e2fb
ariel.eth,0x9aac84af826a1bd56d178d69f367f08c0413e0ecd1cd7e6fffd68de495127151,0xb7aeadbbfb021ca96ccf7f216bd3409568a25390351cbdb9ff572f20685ef53c
brock.eth,0x350cdf89c6fb99f8cb693d0a52022aa479ff91b677df6617de454d6702d43792,0xa58a19564a5e315258d0cd0274679f6e86201fd4faa995b40d176361fb9a3f83
subhadra.eth,0xcdb1543055adc00262dd77de55e41c597e0af98d39dafaf7c859cb6263d12a35,0xeb3a294bf0fd96dbe5f39627dbec041266a2dbd3622e9b54a347c5a92137e272
satyavati.eth,0xb644a6b5ea423c4d5d596df6c4de8ab436fe38a37edcec92c9eb51d6355ae9cc,0x32d5559becdd0a448bfafdd20fbcdb9b04031ecd735f164e064a19860efcea6a
aslan.eth,0xafc696b8047a76b4659b755da8d0b7137be136d3f43c5d8c8ef2ef5e0b521a62,0x7ebd2ea2e77261601e8940e2569951be57d7fa00f5e857afc6f4e3877a798731
leshy.eth,0xd0bb5ab35b761d5255bf9b5962d835d937f4f693756adb1497aa93ff6068d7ee,0xe180ca6dbfeef4b1a51247ac125b12c1aa52839693f9a52634ebd82d03c627e4
caganer.eth,0x0c50271263451946ddcd705ffdc4f5af889540d9b82e54ff2f027d183688b1a0,0x55a75757b8e29dd2266cd950d8c3044e0623cf1bb8e6eb63d75116ecad78c82f
pierrot.eth,0xbff52f1af12d6e18d8a4c1f19cc82fe141b847dd86687fccc84da92b487f14eb,0x97ca6439f7e8ce644c898bf69f43f913f46f21fb9cefee561dfc1859866decf6
misha.eth,0xd50b1d12d1182ef787ff8ffdfc6d3064a5a0ceefe633661fe8656f1798387d2f,0xbed6939c019e59d554415eefa2cf62b4d845b3cbfa5dc70d1c3fc9d9cb21668c
vision.eth,0x3ffb1278e9186b76ad7d65d6cd93ae157059c833489d39569fda8d4d4a722e72,0x690804214e6a7d26155845d19149bb238adf8c933a46ecd1255b499fc32ff85b
grogu.eth,0x34476d3f69046d58d640e83ee336164886ef64c8155ae14c0f16445c55dbce01,0xfb9a18323c976a1e3884832ee3f286143100db4bc9de06c1699083af08ec996e
marsupilami.eth,0xda8de680930fb98ae7949536ae95d68f468c944bea6302d04559ca07e6644a73,0x95a655a97cec7d661196ebbb4a445a1cf7e81772737ee8e1565380011bbe56c8
misty.eth,0x766f5805b6bb5cff821dba90669baaba506e95c17d85981de7fefe7c1afa3976,0x7e69cdf00bcbddbe2a247f3644f48b74b45ef1dbfaf5d8f9893d7a1a1ce2f64a
woody.eth,0xa95b485bec6680f39f64ad70cbbfcf677083ad9fc9ea34b527fcbadd81234c80,0xde891419ebf058adcc03b319519f50c99cac664964a3f4bed6f2c1327c998abd
bhrigu.eth,0xd2e33aa5e72612e8c7cb2aaea577852d30d596dcf90f522f2e4c4af07b6c46b6,0xdadbccec2bf7f33a5fa118472a58a71f3ad86a76823aea8a8fa43b3e28fead80
winnetou.eth,0x9718d5d9935d295ee2e6f31a929768e0b3bdc6faeacf01f1ff603f6391fa3265,0xa25de6c693bdbd6e54dab5c43b4304350f7646cf49b0d5c8f3dd68f774116fe9
treebeard.eth,0x8b90425850da6275381d33a8e1f65887ac94ff8594b771fc50c026c2327eda74,0x22c65ea09cf46340258c6a3eea6ce1a6dd858b6059a7c23b8d92e62f6a237b74
data.eth,0x8f54f1c2d0eb5771cd5bf67a6689fcd6eed9444d91a39e5ef32a9b4ae5ca14ff,0x4a9dd6923a809a49d009b308182940df46ac3a45ee16c1133f90db66596dae1f
elendil.eth,0x24f4e05f5de6fb870362b0b74cf18c58434c04d4574401b3928515b6bd937721,0x32ebefdd2dab32dcb5df754b1fc334e8870ac94305f9065d0a8f4657ca013da0
wojak.eth,0x787e5e82f2b5d2fc01d3694bcd80dc13dbc005a6c59248523d3000d035fe71c4,0xea111c78ab2b20cca50dc94e2a73d52e4d491f11cdff8160e388ffe19eb3abad
doraemon.eth,0xd104c82abc1c83d85dcb69f88b4775d6e7a00244d570aff8658d2b34f54f8313,0x928f5f7bf9f112b2d9e1c19e17c16bf2843cba61b6c7c59a30ef6b3b757f65f7
nightcrawler.eth,0x56057f7e0e079ce04eddabf5090fafb643e258fd189f0624f99528a6b13dabc9,0x8188f37c734816180d3e5986a520b63167a6718837e42d523ef31b7a0b7c881b
skynet.eth,0x05c6028eef2f9e8838b297a862191417940a6e277912a7bdefcca06bf2a54eda,0xd4d9a9bb25bb996f17ec95337b1950b587bf492363d03daf82c3ce5c33d5be2e
sabretooth.eth,0xa137496e0aee89ff9f0ba32dc1a8098a4e17c8c3e321e6c77604e69122aadde8,0x5d3fa32ac06bc890802a62eb0fdc8ec9b01ca328205e9fc501efc50546cc9a13
pedobear.eth,0xd440a5516f8c12902aa92101579b53cfc368a10f00d23e0c79de854f12a73192,0xa26607baf1b0896215d9f952101459861e2f64d4eee3a8c7ca76cfb779938f41
hellboy.eth,0x34b8532f2c4dba7d3ed7b85a907a6ee8ffb46ee4d21d30e6683c1b4457d3c3a3,0xf3dbe7ab28bc75115d411c3e0c1e26615f7b7f9920c74687fb41dc753f4f4e4f
mewtwo.eth,0xb9b8f0d78d0bdd465a82968cd60def2c9e8b98c623a9aa153d29ee6793833a7a,0xe43b3687f54bc31fd3f0cc342909f19722f8dac6b1a294707706903c4c8dd2d4
dementor.eth,0x81b7743a28e5abab66d4ef28f311f8a1b107d0910d573dff98a5be1a6d79c3d0,0x65f9101c590e73ba8a67d25dd3d6b3956cc74b0ecaaa71ad7943e497510ee0bb
ogopogo.eth,0xbefa37c55f16a7e2e1d35f6096bf7a553a47ab75164fc46b79524f8b9f0e390f,0xce1778afc3a4d3bdbf1a400f8bcbdb53db585805a1a96da3a6051301b789a271
shrek.eth,0x1fe1b78b09f78fc0a203f0d86a7913c31cf486293d32fd8ac6da717cf82dc30d,0x8d54e3af092a08713ec4341c98c42f04c166888819006804f242b8f4ce5e9bbb
sylvester.eth,0x846e0d460a840ffcad6a9626cfc12c41c7e1035e5caca73c05e74c935d396773,0xd4158a9ed8b86588de3f9b7c3d33bb8445afa73df49e6930472328ae87690d1b
faustulus.eth,0xf6511d3c42583b28f63729264d678436903c9aba7ab4e7997560800f47d8100b,0x515fe8586f570929fce68aaa6cc5aade69a1e87c29bd4bd81f54fad61907ddfe
waluigi.eth,0x4c7c9dd037f77b1ace08a0ac249e7afc9ef1620f44612398f9c4340c01829ac5,0xfe0ee428473b5fa5052b2002239c664596832b9c0c9f7c877bdc8b34033fc969
ahiqar.eth,0xff568a399e68fa97ea067a1fdf7bc0960ad375f47fe8f27db4f57d3d63d8337c,0xe943e82d39d9a78f1324b85a4efb166ded4b6ed90f26c44027ac77d570dbca38
pennywise.eth,0x8f6ef50136c70236a4c3db7891a091c3171c0693443db025f5b4ed0bd7faf819,0x8c9be2532f16946e55a14d4f2e94400d8bab0e49ce3a0e17789282c319c0c046
kamsa.eth,0xb0a5e67e30f7b95e1b87f156ecba64aa029f971ad220b42207b0bcc4be584e8d,0xd5236bc35141b96df410b334d0e5e6342631ed3ef633f0f35f3f8fa22e60296c
sandokan.eth,0xd3195cabb7a6febba62e88006906679ba37b6eff5c5dd9c4462fe6e52bf51199,0xfcfa00474624b8be8102e02dfc7f7021775809c3ced9fbb526d55c377ab514bb
firebird.eth,0x14b99673914bbbf8dd4b1d6b851ec2ea811212a0d14faa59dc51646711ed37ec,0xc56a531c6793aeb92ac499e587eb999555153b3424ef24dc585e69db9fe9493c
finarfin.eth,0xee946d4a313ca50e5473b288675929c85ada1c44895b30eeb8ddcfdc0fbd468d,0x77a3b300a8b6d0b18d842c0d41e6a57aa77ea00da106a22bc403e64e9804dbb1
dobby.eth,0x226bf2f340b5113957f1644958d22488ec09055cedf5b8774b2d123e057f9a4c,0xc860e3422284e0e26966c6c32df6eb3f2e72e0b339de3e7a013bada6637b1eee
juliet.eth,0x314e572a4506a743211d58c28b77925bbdef4a09550bc5b21009ff007b05e242,0x0a0f68a1445fddfbfd47c112be06e5cf8114ddc4e43152a6c6aede1d6b380b1c
nami.eth,0xc13f71cc233d12caea1b4d6bda8c1552ecfc0e3f12dae518937fc477a2b3df77,0x3affb66ad196ca15f832ccdd46d28135b4b37d2e6e9ddc3072772dea6b0e71df
bulma.eth,0xfa3b32386d4434250dfabd0229c501931c85ecca02ec2fc31d36e25d3ca4d556,0x30ed4a9e331d2a8ff0cd97bf63bcdca479ba96d5f7dafb702ceaae7fad216846
zakami.eth,0xfe2b4d1248f1ed847e74009d24a8ef521083053cb9b521220090834d708bc701,0x2c03f79e44fe794ac665d50e6f5b404ae19db735824dfac17f705ad8876677c0
bender.eth,0x148deb31376bfb3d0bc7933078b1b77c088e249a9f64f99cb363345e7d9c4fb2,0x2ca2a563e602cb3ca09e6721cd01d0e094deaf23f1289b1c4cceee9fe743c1c5
rogue.eth,0xbc73be744b3133b3c59c366cb0d70c4ec52199a29116f68f631facac63511e1a,0x06525236c149b8bdb3df576d22bc2824631638bdf079ff8593f4d71b940adb6d
thing.eth,0x48601da736409e0c79597392be3a789426b8e237e58ee2fedefb5a04b573153b,0x1b25e4f6c50ddfafbf254b21073aaa658641d68a1ded72a83c16ce96ab76498f
garfield.eth,0x780a589515f174f1a4adf62b2073328a8252804576164f5a760b77a41a90d34f,0x242d63e3a74105af5e644ae5a22042ce1e5366b2b269b362f3abbc7932479ffe
carnage.eth,0x40b47732716f7c26104bde20aae751921f40674bcb15e9db022d06fb7f3c553f,0x22442f693b84d7733df78f63f8e5ca1fa32748a7ce530700a75a9894967ed3e9
scorpion.eth,0x8b25d2070f53d345ac97da24b60dd28c98d63408252e00e4c210a8ea3cbf6e3c,0x6a5783d1b3bca7115904e4465e62cb336abe099fe51852482e3e6503193be25e
vichitravirya.eth,0xcf5c1f387a116f1ca28227c98b27ebb5e90581a63394b9c246bd0590a8e822a7,0xca1cd37b7e18e9acc2d315784a65bc7964fab25efbf04118915e1621207662fb
falstaff.eth,0xb79d4b29cd4c14a27845b6b59cd419ef5407da09df04ecb3b1daa89bbcfcd619,0x4b8e55a13233043e2af5fbde62d46fa3b68dc056a507a5ccfca589cdf75fd0dc
worf.eth,0x816d82da929cf05e5da6c83af3f70b058eb04f6fa8065f5be0ce207dd2c6afa4,0x96a461d11d70171c0cf9fe994a06edff5f80b1d7f799be1d77e0532cc14508d4
numitor.eth,0x15c6952fd98d2a99a4e047afdbb63c41f08b4146b67115b64849135a1ca263a6,0x5272f8a49bfe922a640117ca126c210abeb19fdfa73bd86f70e2add9cd1f6ff5
turnus.eth,0x5f425cae8712dc0d3c1c83a8adf95e43ccf015697716c1ef37376189e518b5b7,0xca426eec06dec16b2a7919a45322b973cea85cdcb50c09654439ce9810641d5f
glorfindel.eth,0x914bf7c3a488cb2dcea30cbfba4d20dcbf6e8c1f5db81962f470672e41556bf1,0xbbcb879581cee163344fb1711d332caf76282312fc40679f7f0953c004af958c
thingol.eth,0xb849f6f06e19e41a8c92831a7e42a0d6afd3a485ae10f5e1c53e1492ea753e4a,0xd757b7fa03a674581b4168de410531e3e94f9dfd2313bbcdde3c197ebcf73f57
maleficent.eth,0x369393a6d4d14311ce465484465f98c5658682f3d72fb48bc283957a283c4f98,0x0c1ec1c1d4b4c7a48dfda6ff64d4727df8ad65fa729931f4351dc5811fb47313
eevee.eth,0x3f6e8e297e264e89e27d1d2e6100edbc925752cc0494e8188be623290686787c,0x355d6604b04167ba9c9d512cc1c559ade76b49fc742c931aa274e146bddaa29f
fuleco.eth,0x88e78c936bb6d176cb6e11da538c2ab60573003af12e07342c60b73469995aca,0xcaed402b1c0b4c25d7c8526fa3ed1213e93b9517f39268233e8b5544d13e1213
mothra.eth,0xa2503da3574d7e65e8f2e933a18caab6eee76abdfdf291b8e0cc2e92333b454d,0xf1e7f0300d710ea36782a752b7b22ced7028e7d5a85682be4ac35c9bf35d8e19
leela.eth,0x45b516290495a285ed71703f16147eee8eb53b9bda325e6b83caf6847908ecc8,0xb0e141895d2cb835d5bfa44ba3264dc9ddeb50a703fb78c6acce18bfa2667d47
iceman.eth,0x8fbeeac222d282f35864bac5660073437477c2a42c8b3f1f0ec700a091d8e0d0,0xd127600fda9e705fd0140446e60a3992b938956cba0b2e0f1ddae750077389c3
spawn.eth,0x0217c73ea9ef26581623f20edd45571c1d024612b70d0af3e0842c5b0dc253cd,0x7c8d3b4b39fbced954ae5fd5c194d06b37d9003b18e5670642897e703271ade6
electro.eth,0x9424a072757777cf72aa8e03503327e7aa523c4655cd1ce05a19fef85e087853,0x15ff989cb6c060f4b0c000987d9115ed6dfa7b418e41d991d13c6f31c976cb08
deadshot.eth,0x1f4984f48a8de18f35563b44ff2d29fe3df6fc679befe9e0782965a82936dbca,0xea89c23d5e6cb1796ee1a53ad52635e2d60fa5ba192659fa91e68e392eb4d931
deathstroke.eth,0x00126f1a994caba0e2aaeb148e58064c246c251d412dae540e5f042a6317dec6,0x9d61b6862dfee1583ce287f63235748798aa30d932cb94a4623ad8bb9bce264a
rokurokubi.eth,0xc3625b518ee56660722b9bb51c1b13c6bdd28934392fdf94910ba9a05c358d10,0xea39b4dc0484843ccccc7e31e7e6aaa5f1e3c4959de3f729fc436caa972dd0a2
eeyore.eth,0x2acd78d7c96cf1bf97b5209bbd76f58e64a69cb4668972fa9777c2f772f16330,0x0292cd590746e22269d221015377b598ea817875ca9bc163a83c828d1bc39b0e
ghostface.eth,0x5046b25a2f0055c0b965b36970f1187d1bec7e8d8123dead67dc1d88da7e9d88,0x7e96b197bd1066fda755f482170cc19e6a584d8b63158b60d0d55110b1dacc23
sumitra.eth,0x73bc8c54d5f2db778c3c0d3796c99b76906719838eb40c4d996b8d8b5ac8c46c,0xd79458700beba1ca309d19db30c662350fd8a418ff37b58cb54a660e440ba979
jasmine.eth,0x33cb62fa4f9fa8bb5b69f5a1f843e9d3b14d57c508a3c76190845b8774676199,0x59338f36e2d7ad66d1a59c14dec1cf1ad33b811c595f60be77dc8df96e51243c
kratos.eth,0x22f1323016fce7e12a18981e485841166e93a6f4cb3c299812847123234298cd,0x1808144885c1576bd5e180dac643ea5d5ca8c755116b26c695d1d3e5158eb568
columbina.eth,0x5b44a34e3580c29490d1a8f0b7e2feb5f0e18420c559efd6ef9a681521dbe642,0x2a90d4e5be5a035576dbce7cc159bc30fa8ddd5dfc18750da37a81eb1a7a94bf
piglet.eth,0xb72baf88976d759d1cecc24e3d3f1500c65b7da3c68e456a59d93ebe0fb39f57,0xd6f6eec3a5b032e8d231f17ab124ccdfd4973448e861f1218db35abad7f90255
balin.eth,0xb7518f52c446b8918d8adb30c3ea7e469d824b358ff0484fb4e19e2ef61fdb47,0x883090622cc0e1660692907c3aecfe98b4284f7cb3d52cd0ec47c9252bb7f17f
tarpeia.eth,0xc1a02a9196411d343cecc11431b139d854635f1bb1539bcdd6471f8238bdb8af,0x4f0e597146acb8311b94f59f1d50dd62a6d3245ae65166c074b33f3fbd87f176
krillin.eth,0x915e740431736a7115f0df513f0bc295eff0bd33827d9cb3b970b465d25df573,0xe067ccd23f019d2faccdeb27cbc56eb00f22ebfe550cd76338c6db5798538540
domo.eth,0xb8ca5d0438f2f420f0a595775343bf37f3a2667c58bd149203fa814bff0cafc6,0xddb84a10c3a8e619cbb74f7edcd5d3dac1f50f533ba610b3a63be42ec5b33ec5
rodan.eth,0x054b450d214d0b3c756c1b61615600e7c98d36e05e525c16c490a0804fe6532f,0xa2f0c2fa22e0c1ad11cca9b2ee70ba3f8ca46daac3a99800da581357eb9bb62d
gohan.eth,0x727fa1468f0beb04511b9c535c360af5e869fd3eaa5c7e146d7e96fed35a9966,0xc12e2d68182afbc044c4418e49beb4ae3ec99145b661a0b1240af0301ab6f9c0
gargamel.eth,0xd023d38c494e6dffeb52368d80746c93391c3208c231707352b3537f22f42ece,0xefe90fb4b75dc80fa50c1cf1739b5b789dbf125a5fd9ddbe61ea62654d9f5a29
fuwa.eth,0xecbbd471e6d1dea33cd2f16ad9d0335a2acaef2265f011c56a5d902c9c5418b1,0x98bef3650fdc25aac70da72b9b1754c889eb995e77efb6cafaaea1a8abb130af
elektra.eth,0x0ad9e7957e6a54acad90eb72fbba84b509d3da7c63ded760be1fd0db22e0c18c,0x7f2ea5217a3feeb38575967e4c2c8b1a279c47ea1a25b033c9ab00e670b6a302
colossus.eth,0x88805d6bd17c25e3ee422bc45a4721f347ff9257daa7e6fde78c8882ba136353,0x396dd7c82afe0e27f6f278f25ff39deeca8bc7490a79ccb9bc0060aee8a37373
katara.eth,0xe22343c6e29b065d6335a41aa5ae1e830d7626f84a35830b94d3e1dc7fbb6f8e,0x03b33a683d741958f0c68eb2989bd76e07427ceb071aff7c1723555334ff8c47
ultron.eth,0xe26a49f055c6ec29fb4ac4e8684885bf06cd478937ad2e07bf948fa116a765a6,0x52caa76bf257989b017547c5177bfb6ba920037d55f95a268dd25f5e13b2da29
morbius.eth,0x766f631dea089ba61265543f8b02091fac92b34fac4c4c4878e3f1906999d7b2,0x6b18719ed592ecc2fcee93c29b0b6ebfd556768ce723b4c2b5dab674c53513b3
scar.eth,0x4f64faecc1b9a272ef3a8eae85d610fb96e2bb529f85d9076fdfef3ca84bb8ef,0x8059fa49090796ca8fb60a7fae917b224a0c9b58c6e0c34cd104f85a62c07361
jerry.eth,0x6e46d5e72198884768d192079b7a9493d5649e7158e3b4ce0be4121740bf18d6,0xb094e6f20fec227165cd569607139b1046771734c82e4870c517d81a79956ffb
jigsaw.eth,0x6b7aceff39c6f5fff82194ec366d1377fe1345d850accc6eb32a071d65f39f61,0xb24550e337794461e6a6b9bd13b1b4a175f0ccfb58c1f79b866c698bbe68dd70
nezha.eth,0x8c91819dce4142be12f11a92e3ade20e95dc6f6010f535ba0f30a77a5ff22093,0xc8df8502b3ef18cccf3f10cc855de534857e8bae21c64740820cdfd137417411
ekalavya.eth,0x393481a318dad6bd8c63c8d5bf5196e1f8167d4c6d0bb989b7d420fbcc5f83f0,0x438f291920d599c2cdbaf152e594aab55e6bca7e5608746dac47946c5924b745
bumblebee.eth,0xe5cd674d0ebd7bb63ab57f7619af6f7ec0e3b1cc92a5386b7d95b80a3a29bd0a,0xb234fcb8b1bee8a1b7897ceba55a0ed482bd3daf5960c1218200eb92905590d7
zoidberg.eth,0xf48972ae1b8581a5e5eaf2be38dc8f5bbfa526592a1314b0c42d70e089b9f2a4,0xe5f81261861edcd6ff7df58ed2a80199db4012ea07df90b262f150c02cf2aa34
frieza.eth,0x3a211ed85d32319d4020e1bd3a66ed59b91027725b450c6df4b4f92ed3645371,0xbc59080c11d2c0a9cc0ed8e36bd4b2d471387567d687dfc2327bb12f31b9a84f
narrator.eth,0xa83be6a3022c50c324ebf69359cb6b4cd94a9971a5d1900568d0f37161a4175b,0x91d8ec5ba447591e7959e11a6d179469d25d76f642aa4d65c8f587e95ba94cff
elmo.eth,0xe23ae07d2ce553415820e821c08a1d968a0939e7d7ef788bdee8724e7a5a46b8,0x60c48d44a8e3c5059b77458a8004f5b96575adea7de9f316d5bba5d9e627a187
gamora.eth,0x1b62bda3b6fc03b7b6bd4efbd658e04085516b5116611c9d368ead65c1e40eb2,0x3ec70c31690bb469f11d34846267edfa2b5673cc47bfa68e070265906b858d6f
juggernaut.eth,0xa2bba54c5d4d7d3210e906ec9cdef35f4036af048331eb3a4b76d7b215c998a2,0xa1bf56e0bf72869add3b527f291393c9a27f256d5c6c4a1633b45a3bc07bf1ba
sokka.eth,0x469e49266ab45ebe32a36cc88a8dbb122a0ef8ba6521edf7faf44ee7554df796,0xba2c5ebb2b33113332129da4e8b4362ccf6c6ae2ee9926b315558ed90d53db55
rhino.eth,0xde399970ae62485197db4a899ebb8358d754f88f69d389033604b1980285d786,0x33471bb0096fb2b642b14224803f120fbe60f7a926757e1b9afabd33eedbf6f4
zuko.eth,0xeff4df2a4311f4d5b41420cc3c7d416d3d9829054fe64d7615e9a8bb4981655b,0xe15d7fdb35a9f53e4919aac03993fbedd2d6c2b363f3330da39dacd34bb0572d
mysterio.eth,0x3aed2b315a42a3d514360503abbfa5e43d2cc919f554119eed43d9c16c4b25c6,0x375abab9f63d7f5844ae30e9ed9e9f8945c63eaf41c5092bb6c7e9640919eea6
falcon.eth,0xf0d3ee2215e5485c23731b6878368eefe3e07dd86eecdc815820753d728f8239,0x5d2ab25fe6f0edfb5464d7c42b4b18f0664b2288648cf819bd75d4348e5fa6e3
